Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Curious Hive
appliedenergistics2:item.ItemFacade:0, Cable Facade - Unusual Hive
appliedenergistics2:item.ItemFacade:0, Cable Facade - Resonating Hive
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Chamelium
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Launcher Computer
appliedenergistics2:item.ItemFacade:0, Cable Facade - North Edge
appliedenergistics2:item.ItemFacade:0, Cable Facade - South Edge
appliedenergistics2:item.ItemFacade:0, Cable Facade - West Edge
appliedenergistics2:item.ItemFacade:0, Cable Facade - East Edge
appliedenergistics2:item.ItemFacade:0, Cable Facade - SW Edge
appliedenergistics2:item.ItemFacade:0, Cable Facade - SE Edge
appliedenergistics2:item.ItemFacade:0, Cable Facade - NW Edge
appliedenergistics2:item.ItemFacade:0, Cable Facade - NE Edge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Center
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Monazit Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Forcicium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Decay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plutonium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lithium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thorium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tough Alloy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lithium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boron Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusion Connector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Standard Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Water Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cryotheum Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Resonant Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coolant Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Liquid Helium Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Speed Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blast Resistant Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Machine Base
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Antimatter Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Antimatter Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - EMP Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - EMP Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beehive
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Naquadah Alloy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Naquadah Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inventory Cable
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Warpwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Shadowmetal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Warpwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Warped Leaves
appliedenergistics2:item.ItemFacade:0, Cable Facade - Walkway
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.TardisMod.DecoBlock.Walkway.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flat Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roundel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manual
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Block (c)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flat Block (c)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Bricks (c)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Planks (c)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Walkway (c)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wall (c)
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.TardisMod.DecoBlock.Simulacrum.Walkway.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dalekanium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chronosteel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Imbued Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Quicksilver
appliedenergistics2:item.ItemFacade:0, Cable Facade - Air Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fire Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Water Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Earth Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Order Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Entropy Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mixed Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salis Mundus Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Thauminite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Etched Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Framed Greatwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crying Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Lapis Lazuli Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Iron Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Gold Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Peaceful Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Etched Obsidian Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Mossy Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Diamond Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Gold Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Iron Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Lapis Lazuli Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Air Crystal Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fire Crystal Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Water Crystal Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Earth Crystal Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Order Crystal Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Entropy Crystal Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mixed Crystal Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Crystal Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alchemite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Chocolate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Planar Boundary
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lump of Brain
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eye Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lump of Flesh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Primordial Fossil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Planar Gateway
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Cedar Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Cedar Plank
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rowan Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alder Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hawthorn Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rowan Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alder Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hawthorn Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rowan Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alder Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hawthorn Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wicker Bundle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodied Wicker Bundle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Snow Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood-stained Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mirror Surface
appliedenergistics2:item.ItemFacade:0, Cable Facade - Torment Stone
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemEncodedPattern, Encoded Pattern
appliedenergistics2:item.ToolColorApplicator, Color Applicator
appliedenergistics2:item.ItemPaintBall:0, Paint Ball - White
appliedenergistics2:item.ItemPaintBall:1, Paint Ball - Orange
appliedenergistics2:item.ItemPaintBall:2, Paint Ball - Magenta
appliedenergistics2:item.ItemPaintBall:3, Paint Ball - Light Blue
appliedenergistics2:item.ItemPaintBall:4, Paint Ball - Yellow
appliedenergistics2:item.ItemPaintBall:5, Paint Ball - Lime
appliedenergistics2:item.ItemPaintBall:6, Paint Ball - Pink
appliedenergistics2:item.ItemPaintBall:7, Paint Ball - Gray
appliedenergistics2:item.ItemPaintBall:8, Paint Ball - Light Gray
appliedenergistics2:item.ItemPaintBall:9, Paint Ball - Cyan
appliedenergistics2:item.ItemPaintBall:10, Paint Ball - Purple
appliedenergistics2:item.ItemPaintBall:11, Paint Ball - Blue
appliedenergistics2:item.ItemPaintBall:12, Paint Ball - Brown
appliedenergistics2:item.ItemPaintBall:13, Paint Ball - Green
appliedenergistics2:item.ItemPaintBall:14, Paint Ball - Red
appliedenergistics2:item.ItemPaintBall:15, Paint Ball - Black
appliedenergistics2:item.ItemPaintBall:20, Paint Ball - Lumen White
appliedenergistics2:item.ItemPaintBall:21, Paint Ball - Lumen Orange
appliedenergistics2:item.ItemPaintBall:22, Paint Ball - Lumen Magenta
appliedenergistics2:item.ItemPaintBall:23, Paint Ball - Lumen Light Blue
appliedenergistics2:item.ItemPaintBall:24, Paint Ball - Lumen Yellow
appliedenergistics2:item.ItemPaintBall:25, Paint Ball - Lumen Lime
appliedenergistics2:item.ItemPaintBall:26, Paint Ball - Lumen Pink
appliedenergistics2:item.ItemPaintBall:27, Paint Ball - Lumen Gray
appliedenergistics2:item.ItemPaintBall:28, Paint Ball - Lumen Light Gray
appliedenergistics2:item.ItemPaintBall:29, Paint Ball - Lumen Cyan
appliedenergistics2:item.ItemPaintBall:30, Paint Ball - Lumen Purple
appliedenergistics2:item.ItemPaintBall:31, Paint Ball - Lumen Blue
appliedenergistics2:item.ItemPaintBall:32, Paint Ball - Lumen Brown
appliedenergistics2:item.ItemPaintBall:33, Paint Ball - Lumen Green
appliedenergistics2:item.ItemPaintBall:34, Paint Ball - Lumen Red
appliedenergistics2:item.ItemPaintBall:35, Paint Ball - Lumen Black
appliedenergistics2:item.ItemMultiMaterial:28, Advanced Card
appliedenergistics2:item.ItemMultiMaterial:44, Annihilation Core
appliedenergistics2:item.ItemMultiMaterial:25, Basic Card
appliedenergistics2:item.ItemMultiMaterial:52, Blank Pattern
appliedenergistics2:item.ItemMultiMaterial:23, Calculation Processor
appliedenergistics2:item.ItemMultiMaterial:13, Inscriber Calculation Press
appliedenergistics2:item.ItemMultiMaterial:16, Printed Calculation Circuit
appliedenergistics2:item.ItemMultiMaterial:27, Capacity Card
appliedenergistics2:item.ItemMultiMaterial:53, Crafting Card
appliedenergistics2:item.ItemMultiMaterial:29, Fuzzy Card
appliedenergistics2:item.ItemMultiMaterial:31, Inverter Card
appliedenergistics2:item.ItemMultiMaterial:26, Redstone Card
appliedenergistics2:item.ItemMultiMaterial:30, Acceleration Card
appliedenergistics2:item.ItemMultiMaterial:34, 128³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:33, 16³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:37, 16k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:35, 1k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:32, 2³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:36, 4k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:38, 64k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:0, Certus Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:1, Charged Certus Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:2, Certus Quartz Dust
appliedenergistics2:item.ItemMultiMaterial:39, ME Storage Housing
appliedenergistics2:item.ItemMultiMaterial:24, Engineering Processor
appliedenergistics2:item.ItemMultiMaterial:14, Inscriber Engineering Press
appliedenergistics2:item.ItemMultiMaterial:17, Printed Engineering Circuit
appliedenergistics2:item.ItemMultiMaterial:4, Flour
